,Title,Date,Author,Summary
4662,WEEKLY BASE METAL PREMIUMS REPORT: 26/01,1/26/2021,Fastmarkets MB staff,A summary of base metals premiums from across the globe for the week to Tuesday January 26.
4664,"LIVE FUTURES REPORT 26/01: LME tin price nears $23,000/t, lead rises by 1.5% ",1/26/2021,Ana de Liz,"Tin and lead’s forward prices on the London Metal Exchange continued their advances, with rises of over 1.5% on Tuesday January 26 and tin nearing the $23,000 per tonne mark, supported by falling stocks and a lower dollar index. "
4666,Ball to build new aluminium beverage canmaking plant in Czech Republic,1/26/2021,Andrea Hotter,"Ball Corp is to build a new aluminium canmaking plant in the Czech Republic to meet rising demand from consumers seeking sustainable and recyclable beverage packaging, the company said.

"
4663,Global computer chip shortage hits automotive industry amid higher demand,1/26/2021,Cristina Belda,"A global shortage of computer chips, another consequence of the Covid-19 pandemic that is affecting carmakers, has in some cases forced automotive producers to close assembly lines, Fastmarkets understands.
"
4668,APEX Q4 2020: ED&F Man’s Meir takes top spot in Q4 base metals forecasts leaderboard,1/26/2021,Ana de Liz,ED&F Man Capital Markets’ Edward Meir took the top spot on the Apex base metals prediction ranking for the fourth quarter of 2020 with a 96.75% accuracy score while Wenyu Yao at ING was the winner for precious metals predictions over the quarter with 98.32%.
4669,"LIVE FUTURES REPORT 26/01: Tin breaches $22,700/t; zinc falls almost 1%",1/26/2021,Ana de Liz,"The London Metal Exchange tin price continued to climb during morning trading on Tuesday January 26, while the rest of the base metals had a more mixed start to the day given a steady US Dollar Index and possible delays to the United States’ $1.9 trillion Covid-19 economic stimulus package. "
4670,MORNING VIEW: Base metals prices mixed as agreement on US relief package may be delayed,1/26/2021,William Adams,"Base metals prices on the London Metal Exchange were mainly lower this morning, Tuesday January 26, but those on the Shanghai Futures Exchange were more mixed. "
4671,IN CASE YOU MISSED IT: 5 key stories from January 25,1/26/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Monday January 25 that are worth another look.
4667,"APEX 2020: ED&F Man, ING and ABN Amro take top spots for price forecasts",1/26/2021,Ana de Liz,"ED&F Man Capital Markets’ Edward Meir led Fastmarkets’ Apex 2020 leaderboard for base metals analysis with an accuracy rate of 96.24%, having led the leaderboard for two quarters during the year. "
4661,IN CASE YOU MISSED IT: 5 key stories from January 26,1/27/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Tuesday January 26 that are worth another look.
4660,MORNING VIEW: Base metals prices more negative than positive – waiting for fresh direction,1/27/2021,William Adams,Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were for the most part weaker while the market waits for direction from the US Federal Reserve when the Federal Open Market Committee (FOMC) concludes its meeting this evening.
4659,"LIVE FUTURES REPORT 27/01: Tin and zinc retreat by 1%;  zinc hit by further 60,000t intake",1/27/2021,Ana de Liz,"The base metals complex on the London Metal Exchange drifted lower in morning trading on Wednesday January 27, with lead and tin experiencing the biggest declines at 9am, and zinc also trending downwards following a sizable increase in LME warehouse stocks the previous day. "
4658,GLOBAL ALUMINIUM WRAP: Rotterdam duty-unpaid premium hits 3-month high; pre-holiday restocking boosts Taiwanese market,1/27/2021,"Justin Yang, Karen Ng, Hui Li, Renato Rostás, Michael Roh","The Rotterdam duty-unpaid aluminium premium hit a three-month high on Tuesday January 26, with a shortage of spot material offsetting market participants’ concerns about a widening backwardation in London Metal Exchange spreads."
4657,BASE METALS WARRANT REPORT 27/01,1/27/2021,Fastmarkets MB staff,"A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday January 27.

"
4656,"Constellium, Novelis team up to promote Al auto body sheet",1/27/2021,Michael Roh,"Downstream aluminium producers Constellium and Novelis have formed a non-profit called Alumobility, to advance the use of automotive body sheet."
4649,"LIVE FUTURES REPORT 28/01: Tin breaches $23,000 but other results mixed",1/28/2021,Ana de Liz,"The price of tin on the London Metal Exchange rose to a new 2021 high on Thursday January 28, while the rest of the base-metals complex showed mixed results at the 5pm close.
"
4650,ALUMINA SNAPSHOT: Alumina Atlantic differential near parity with Australia,1/28/2021,Alice Mason,"Key information from the pricing session for Fastmarkets’ alumina index, fob Australia on Wednesday January 27."
4651,APEX 2020: Winners predict ‘firm but bumpy’ growth for base metals in 2021; bullish for gold,1/28/2021,Ana de Liz,"The winners of Fastmarkets’ Apex 2020 price forecast contest set out their projections for factors that will most influence base metals, precious metals and steel raw material prices in 2021, with Covid-19 vaccinations a constant. "
4654,"MORNING VIEW: Base metals prices, broader markets under pressure",1/28/2021,William Adams,"Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were for the most part weaker this morning, Thursday January 28, after market sentiment across the board has turned more cautious. "
4653,Rio Tinto announces new ESG-focused executive team following destruction of Aboriginal caves in Australia,1/28/2021,Ana de Liz,"Rio Tinto has created a new executive team and organizational structure to strengthen its environmental, social and corporate governance (ESG) credentials and rebuild trust, “particularly in Australia”, following the destruction of one of the country’s oldest Aboriginal heritage sites last year. "
4655,IN CASE YOU MISSED IT: 5 key stories from January 27,1/28/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Wednesday January 27 that are worth another look.
4652,"Glencore join ASI as production, transformation member",1/28/2021,Alice Mason,"Trading company Glencore has joined the Aluminium Stewardship Initiative (ASI) as a production and transformation member, ASI said on January 27. "
4648,IN CASE YOU MISSED IT: 5 key stories from January 28,1/29/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Thursday January 28 that are worth another look.
4647,"GM to go fully electric by 2035, carbon neutral by 2040",1/29/2021,Michael Roh,"General Motors (GM) plans to transition its entire light-duty vehicle fleet to electric vehicles (EVs) by 2035, bringing an end to its production of gasoline- and diesel-powered vehicles. The automaker aims to go carbon neutral by 2040."
4646,"MORNING VIEW: Base metals prices mixed, with downside bias; broader markets under pressure",1/29/2021,William Adams,"Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were for the most part weaker this morning, Friday January 29, with aluminium bucking the trend on both exchanges and March tin on the SHFE also higher. "
4645,"LIVE FUTURES REPORT 29/01: LME nickel, lead down 1%; tin continues to rise to new 2021 highs",1/29/2021,Ana de Liz,"Tin continued its advance to new 2021 highs in morning trading on the London Metal Exchange on Friday January 29, while the rest of the complex weakened slightly from Thursday, with nickel and lead’s forward prices dropping by 1%."
4644,"SHFE STOCKS REPORT 29/01: Tin inventories up 22%, lead down 14%",1/29/2021,Sally Zhang,"Base metals inventories, with the exceptions of lead and copper, were reported to be higher in Shanghai Futures Exchange-registered warehouses in the week to Friday January 29, with tin up by the most in percentage terms, rising by 22.1% over the past week.
"
4643,Shanghai-bonded nickel stocks fall 16.5% in Jan; aluminium inventories surge,1/29/2021,"Karen Ng, Hui Li, Sally Zhang",Nickel stocks in Shanghai-bonded warehouses fell in January amid increased import activity due to a favorable arbitrage between London and Shanghai after China cut its provisional import tax on non-alloyed nickel from the beginning of the year.
4642,"LIVE FUTURES REPORT 29/01: Tin up 1.5% over week, macro concerns depress other prices",1/29/2021,Ana de Liz,"Tin’s forward price rose by 1.5% in the week ended Friday January 29, while the rest of the base-metals complex on the London Metal Exchange, nickel and zinc in particular, showed lower prices than on Monday.
"
4894,"LIVE FUTURES REPORT 01/02: LME tin closes above $23,000; copper, aluminium struggle against rising dollar",2/1/2021,Ana de Liz,"The price of tin on the London Metal Exchange closed above $23,000 per tonne on Monday February 1, while aluminium’s forward price was under the most pressure from the rising US Dollar Index, dropping by more than 1% from last week’s closing prices.
"
4896,PRICING NOTICE: Fastmarkets to launch low-carbon aluminium differentials,2/1/2021,"Justin Yang, Alice Mason","Fastmarkets is launching low-carbon aluminium differentials to its existing European P1020 and value-added product (VAP) premium contracts in $ per tonne to meet market demand for a low-carbon aluminium pricing mechanism.
"
4895,"MORNING VIEW: Base, precious metals prices higher despite weak Chinese manufacturing data",2/1/2021,William Adams,"Base metals prices on the London Metal Exchange were up across the board this morning, Monday February 1, this despite weaker-than-expected manufacturing purchasing managers’ index (PMI) data out of China over the weekend."
